,true_energy,pred_energy,num_heavy_atoms,molecule_mass,abs_diff
224,-400.66253662109375,-400.6607666015625,9,121.13899999999994,0.00177001953125
225,-349.90704345703125,-349.9088134765625,9,120.19499999999992,0.00177001953125
226,-399.8934020996094,-399.89495849609375,8,113.11599999999996,0.001556396484375
227,-383.3207702636719,-383.32281494140625,9,124.18699999999994,0.002044677734375
228,-468.8667297363281,-468.86614990234375,9,125.08699999999997,0.000579833984375
229,-414.16839599609375,-414.1736755371094,9,124.14699999999995,0.005279541015625
230,-423.04705810546875,-423.0502624511719,9,126.15499999999993,0.003204345703125
231,-383.2007141113281,-383.2013854980469,9,124.18699999999994,0.00067138671875
232,-440.2931823730469,-440.29205322265625,9,129.15899999999996,0.001129150390625
233,-383.2985534667969,-383.2998352050781,9,124.18699999999994,0.00128173828125
234,-420.7784729003906,-420.78009033203125,8,116.11599999999994,0.001617431640625
235,-473.8655090332031,-473.8649597167969,9,127.09899999999996,0.00054931640625
236,-455.1206970214844,-455.120361328125,9,128.13099999999997,0.000335693359375
237,-437.9369812011719,-437.9378967285156,9,125.12699999999995,0.00091552734375
238,-417.9596252441406,-417.9633483886719,9,124.14299999999996,0.00372314453125
239,-471.1937255859375,-471.1926574707031,9,129.11899999999997,0.001068115234375
240,-455.14764404296875,-455.1546630859375,9,128.13099999999997,0.00701904296875
241,-385.87310791015625,-385.86962890625,9,122.16699999999994,0.00347900390625
242,-421.7467041015625,-421.748291015625,9,124.13899999999994,0.0015869140625
243,-458.9012451171875,-458.90185546875,9,128.12699999999995,0.0006103515625
244,-437.9150085449219,-437.9162902832031,9,125.12699999999995,0.00128173828125
245,-383.2623596191406,-383.25927734375,9,124.18699999999994,0.003082275390625
246,-452.8258361816406,-452.8288879394531,9,124.09899999999996,0.0030517578125
247,-344.0165100097656,-344.016845703125,8,110.15999999999994,0.000335693359375
248,-401.02630615234375,-401.0257568359375,8,115.13199999999995,0.00054931640625
249,-417.96820068359375,-417.97052001953125,9,124.14299999999996,0.0023193359375
250,-439.08489990234375,-439.0863037109375,9,127.14299999999994,0.00140380859375
251,-422.99871826171875,-422.99884033203125,9,126.15499999999993,0.0001220703125
252,-426.6223449707031,-426.6222839355469,9,132.20299999999997,6.103515625e-05
253,-385.87408447265625,-385.8773498535156,9,122.16699999999993,0.003265380859375
254,-455.0388488769531,-455.04296875,9,128.13099999999997,0.004119873046875
255,-423.07244873046875,-423.07281494140625,9,126.15499999999993,0.0003662109375
256,-462.7270202636719,-462.7324523925781,8,116.07080632599997,0.00543212890625
257,-349.8843994140625,-349.88592529296875,9,120.19499999999992,0.00152587890625
258,-363.84613037109375,-363.8475646972656,8,111.14399999999995,0.001434326171875
259,-349.9232177734375,-349.92236328125,9,120.19499999999992,0.0008544921875
260,-401.9885559082031,-401.9893493652344,9,123.15499999999994,0.00079345703125
261,-364.8502502441406,-364.8514404296875,9,119.16699999999993,0.001190185546875
262,-439.0827941894531,-439.08245849609375,9,127.14299999999994,0.000335693359375
263,-417.9925231933594,-417.99700927734375,9,124.14299999999994,0.004486083984375
264,-384.9021301269531,-384.9056091308594,8,114.14399999999993,0.00347900390625
265,-347.7614440917969,-347.7632141113281,8,110.15599999999993,0.00177001953125
266,-470.0733642578125,-470.08050537109375,9,127.10299999999997,0.00714111328125
267,-379.9110107421875,-379.90899658203125,8,112.13199999999996,0.00201416015625
268,-417.96929931640625,-417.9678649902344,9,124.14299999999997,0.001434326171875
269,-403.0816650390625,-403.08380126953125,9,125.17099999999994,0.00213623046875
270,-419.2043762207031,-419.20513916015625,9,126.15899999999995,0.000762939453125
271,-399.79376220703125,-399.79522705078125,8,113.11599999999994,0.00146484375
272,-455.10015869140625,-455.1014404296875,9,128.13099999999994,0.00128173828125
273,-314.2678527832031,-314.26971435546875,8,112.21599999999991,0.001861572265625
274,-351.1817932128906,-351.1827697753906,9,122.21099999999991,0.0009765625
275,-412.9663391113281,-412.98602294921875,9,122.13099999999997,0.019683837890625
276,-403.1293640136719,-403.130126953125,9,125.17099999999994,0.000762939453125
277,-421.6594543457031,-421.66094970703125,9,130.19099999999995,0.001495361328125
278,-457.74810791015625,-457.7496032714844,9,126.11099999999995,0.001495361328125
279,-416.8550720214844,-416.8569641113281,9,122.12699999999997,0.00189208984375
280,-442.09014892578125,-442.09344482421875,9,126.13440316299996,0.0032958984375
281,-378.4990539550781,-378.49859619140625,9,116.12299999999998,0.000457763671875
282,-400.75189208984375,-400.7520751953125,9,121.13899999999994,0.00018310546875
283,-399.5826416015625,-399.5849914550781,9,119.12299999999996,0.002349853515625
284,-385.8507385253906,-385.8570861816406,9,122.16699999999993,0.00634765625
285,-396.9442138671875,-396.94866943359375,9,121.14299999999997,0.00445556640625
286,-365.052734375,-365.052734375,8,113.15999999999994,0.0
287,-418.46954345703125,-418.4726867675781,8,112.08399999999997,0.003143310546875
288,-421.79656982421875,-421.7997741699219,9,124.13899999999994,0.003204345703125
289,-451.3504638671875,-451.3551025390625,9,128.13499999999996,0.004638671875
290,-440.2657775878906,-440.268310546875,9,129.15899999999996,0.002532958984375
291,-382.0769958496094,-382.0808410644531,9,122.17099999999995,0.00384521484375
292,-437.82794189453125,-437.8270263671875,9,125.12699999999995,0.00091552734375
293,-403.19049072265625,-403.19183349609375,9,125.17099999999994,0.0013427734375
294,-351.15374755859375,-351.15570068359375,9,122.21099999999991,0.001953125
295,-457.8348693847656,-457.8357238769531,9,126.11099999999995,0.0008544921875
296,-401.9352111816406,-401.9342041015625,9,123.15499999999994,0.001007080078125
297,-347.77728271484375,-347.7796325683594,8,110.15599999999993,0.002349853515625
298,-423.004150390625,-423.0045166015625,9,126.15499999999993,0.0003662109375
299,-429.0894470214844,-429.0916748046875,9,123.11899999999997,0.002227783203125
300,-441.4495544433594,-441.44610595703125,9,131.17499999999998,0.003448486328125
301,-364.77557373046875,-364.7735900878906,9,119.16699999999994,0.001983642578125
302,-387.084228515625,-387.08453369140625,9,124.18299999999992,0.00030517578125
303,-404.3202819824219,-404.3182373046875,9,127.18699999999993,0.002044677734375
304,-439.064453125,-439.0657958984375,9,127.14299999999994,0.0013427734375
305,-470.07745361328125,-470.0811462402344,9,127.10299999999997,0.003692626953125
306,-414.6585998535156,-414.6626892089844,8,112.08799999999997,0.00408935546875
307,-440.299072265625,-440.30047607421875,9,129.15899999999996,0.00140380859375
308,-382.08819580078125,-382.0915832519531,9,122.17099999999994,0.003387451171875
309,-313.10906982421875,-313.1119079589844,8,110.19999999999992,0.002838134765625
310,-421.7993469238281,-421.8001708984375,9,124.13899999999994,0.000823974609375
311,-385.9101257324219,-385.91619873046875,9,122.16699999999993,0.006072998046875
312,-422.96600341796875,-422.96087646484375,9,126.15499999999993,0.005126953125
313,-419.1809997558594,-419.1853942871094,9,126.15899999999993,0.00439453125
314,-439.14471435546875,-439.1494445800781,9,127.14299999999994,0.004730224609375
315,-401.8578796386719,-401.85858154296875,9,123.15499999999994,0.000701904296875
316,-494.92999267578125,-494.93255615234375,9,130.099,0.0025634765625
317,-385.74951171875,-385.7537841796875,9,122.16699999999993,0.0042724609375
318,-352.36737060546875,-352.36834716796875,9,124.2269999999999,0.0009765625
319,-458.9318542480469,-458.93206787109375,9,128.12699999999995,0.000213623046875
320,-422.9874267578125,-422.9890441894531,9,126.15499999999993,0.001617431640625
321,-403.2000427246094,-403.2019958496094,9,125.17099999999994,0.001953125
322,-309.690185546875,-309.69073486328125,7,98.14499999999994,0.00054931640625
323,-460.14569091796875,-460.1466369628906,9,130.14299999999997,0.000946044921875
324,-398.1408996582031,-398.14251708984375,9,123.15899999999995,0.001617431640625
325,-403.11163330078125,-403.11224365234375,9,125.17099999999994,0.0006103515625
326,-475.0220947265625,-475.0240478515625,9,129.11499999999998,0.001953125
327,-417.9980163574219,-417.99871826171875,9,124.14299999999996,0.000701904296875
328,-401.9396667480469,-401.93951416015625,9,123.15499999999994,0.000152587890625
329,-453.9997863769531,-453.9977111816406,9,126.11499999999997,0.0020751953125
330,-460.1285095214844,-460.1286926269531,9,130.14299999999997,0.00018310546875
331,-399.484375,-399.4847717285156,9,119.12299999999998,0.000396728515625
332,-470.0830078125,-470.0816345214844,9,127.10299999999997,0.001373291015625
333,-366.0056457519531,-366.0075988769531,9,121.18299999999994,0.001953125
334,-456.32415771484375,-456.3260498046875,9,130.14699999999996,0.00189208984375
335,-401.9109191894531,-401.9122314453125,9,123.15499999999994,0.001312255859375
336,-420.4120788574219,-420.4135437011719,9,128.17499999999993,0.00146484375
337,-348.6338806152344,-348.6359558105469,9,118.17899999999993,0.0020751953125
338,-394.8175964355469,-394.8177490234375,8,111.10399999999997,0.000152587890625
339,-388.30072021484375,-388.3000183105469,9,126.19899999999991,0.000701904296875
340,-420.4131774902344,-420.415283203125,9,128.17499999999993,0.002105712890625
341,-383.43701171875,-383.4375305175781,9,118.13499999999995,0.000518798828125
342,-387.0966796875,-387.09844970703125,9,124.18299999999992,0.00177001953125
343,-440.2526550292969,-440.25274658203125,9,129.15899999999996,9.1552734375e-05
344,-456.34197998046875,-456.34100341796875,9,130.147,0.0009765625
345,-404.3044128417969,-404.30572509765625,9,127.18699999999993,0.001312255859375
346,-455.1822814941406,-455.1847229003906,9,128.13099999999994,0.00244140625
347,-476.21697998046875,-476.2179870605469,9,131.131,0.001007080078125
348,-418.04998779296875,-418.0473327636719,9,124.14299999999994,0.002655029296875
349,-420.5309753417969,-420.5323181152344,9,122.12299999999995,0.0013427734375
350,-351.1715087890625,-351.175537109375,9,122.21099999999991,0.0040283203125
351,-400.6675109863281,-400.6679992675781,9,121.13899999999995,0.00048828125
352,-414.70355224609375,-414.7082214355469,8,112.08799999999997,0.004669189453125
353,-440.31732177734375,-440.3162841796875,9,129.15899999999996,0.00103759765625
354,-403.114013671875,-403.1166076660156,9,125.17099999999994,0.002593994140625
355,-404.3818664550781,-404.384521484375,9,127.18699999999993,0.002655029296875
356,-349.9216613769531,-349.9264831542969,9,120.19499999999992,0.00482177734375
357,-439.052490234375,-439.05120849609375,9,127.14299999999994,0.00128173828125
358,-486.1111145019531,-486.1140441894531,9,128.09099999999998,0.0029296875
359,-398.66357421875,-398.6660461425781,8,111.09999999999997,0.002471923828125
360,-423.02935791015625,-423.03045654296875,9,126.15499999999993,0.0010986328125
361,-440.28179931640625,-440.27972412109375,9,129.15899999999993,0.0020751953125
362,-401.9478759765625,-401.94677734375,9,123.15499999999994,0.0010986328125
363,-403.1058654785156,-403.10888671875,9,125.17099999999994,0.003021240234375
364,-403.0695495605469,-403.0682678222656,9,125.17099999999992,0.00128173828125
365,-401.94598388671875,-401.9483947753906,9,123.15499999999994,0.002410888671875
366,-288.6484680175781,-288.648193359375,7,95.14499999999995,0.000274658203125
367,-311.838134765625,-311.83740234375,8,108.18399999999993,0.000732421875
368,-421.79461669921875,-421.79376220703125,9,124.13899999999994,0.0008544921875
369,-423.0480651855469,-423.04705810546875,9,126.15499999999993,0.001007080078125
370,-432.89215087890625,-432.89593505859375,9,123.11499999999997,0.0037841796875
