timestamp, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB], power.draw [W], temperature.gpu, clocks.current.sm [MHz]
2023/04/15 12:41:09.422, 4 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.11 W, 50, 1860 MHz
2023/04/15 12:41:10.423, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.10 W, 50, 1860 MHz
2023/04/15 12:41:11.425, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.32 W, 50, 1860 MHz
2023/04/15 12:41:12.426, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.05 W, 50, 1860 MHz
2023/04/15 12:41:13.427, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.19 W, 50, 1860 MHz
2023/04/15 12:41:14.429, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 126.80 W, 50, 1860 MHz
2023/04/15 12:41:15.430, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 126.65 W, 50, 1860 MHz
2023/04/15 12:41:16.432, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 126.84 W, 50, 1860 MHz
2023/04/15 12:41:17.434, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.06 W, 50, 1860 MHz
2023/04/15 12:41:18.435, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.28 W, 50, 1860 MHz
2023/04/15 12:41:19.437, 18 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 134.62 W, 51, 1860 MHz
2023/04/15 12:41:20.438, 19 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 143.35 W, 51, 1860 MHz
2023/04/15 12:41:21.439, 17 %, 6 %, 24576 MiB, 23327 MiB, 940 MiB, 142.94 W, 52, 1860 MHz
2023/04/15 12:41:22.441, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 129.34 W, 51, 1860 MHz
2023/04/15 12:41:23.443, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 122.79 W, 51, 1860 MHz
2023/04/15 12:41:24.444, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.60 W, 51, 1860 MHz
2023/04/15 12:41:25.445, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 124.95 W, 51, 1860 MHz
2023/04/15 12:41:26.447, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 125.07 W, 51, 1860 MHz
2023/04/15 12:41:27.449, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 124.64 W, 51, 1860 MHz
2023/04/15 12:41:28.456, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 124.52 W, 51, 1860 MHz
2023/04/15 12:41:29.458, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 124.43 W, 51, 1860 MHz
2023/04/15 12:41:30.459, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 124.71 W, 51, 1860 MHz
2023/04/15 12:41:31.461, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 124.82 W, 51, 1860 MHz
2023/04/15 12:41:32.462, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 124.92 W, 51, 1860 MHz
2023/04/15 12:41:33.464, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 124.57 W, 51, 1860 MHz
2023/04/15 12:41:34.465, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 124.48 W, 51, 1860 MHz
2023/04/15 12:41:35.467, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 125.19 W, 52, 1860 MHz
2023/04/15 12:41:36.469, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 125.04 W, 51, 1860 MHz
2023/04/15 12:41:37.471, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.25 W, 51, 1860 MHz
2023/04/15 12:41:38.473, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 123.03 W, 52, 1860 MHz
2023/04/15 12:41:39.474, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 122.42 W, 52, 1860 MHz
2023/04/15 12:41:40.476, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 122.26 W, 52, 1860 MHz
2023/04/15 12:41:41.478, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 122.13 W, 52, 1860 MHz
2023/04/15 12:41:42.479, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 122.38 W, 52, 1860 MHz
2023/04/15 12:41:43.481, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 122.70 W, 52, 1860 MHz
2023/04/15 12:41:44.482, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 122.67 W, 52, 1860 MHz
2023/04/15 12:41:45.484, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 122.48 W, 52, 1860 MHz
2023/04/15 12:41:46.485, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 122.51 W, 52, 1860 MHz
2023/04/15 12:41:47.487, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 122.97 W, 52, 1860 MHz
2023/04/15 12:41:48.488, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 126.46 W, 53, 1860 MHz
2023/04/15 12:41:49.490, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.19 W, 53, 1860 MHz
2023/04/15 12:41:50.492, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.82 W, 53, 1860 MHz
2023/04/15 12:41:51.493, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.97 W, 53, 1860 MHz
2023/04/15 12:41:52.495, 4 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.00 W, 53, 1860 MHz
2023/04/15 12:41:53.497, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.24 W, 53, 1860 MHz
2023/04/15 12:41:54.498, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.96 W, 53, 1860 MHz
2023/04/15 12:41:55.500, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.82 W, 53, 1860 MHz
2023/04/15 12:41:56.503, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.08 W, 53, 1860 MHz
2023/04/15 12:41:57.504, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.92 W, 53, 1860 MHz
2023/04/15 12:41:58.506, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.77 W, 53, 1860 MHz
2023/04/15 12:41:59.508, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.95 W, 53, 1860 MHz
2023/04/15 12:42:00.510, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.91 W, 54, 1860 MHz
2023/04/15 12:42:01.511, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.18 W, 54, 1860 MHz
2023/04/15 12:42:02.513, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.19 W, 54, 1860 MHz
2023/04/15 12:42:03.515, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.67 W, 54, 1860 MHz
2023/04/15 12:42:04.517, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.69 W, 54, 1860 MHz
2023/04/15 12:42:05.519, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.15 W, 54, 1860 MHz
2023/04/15 12:42:06.521, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.16 W, 54, 1860 MHz
2023/04/15 12:42:07.523, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.43 W, 54, 1860 MHz
2023/04/15 12:42:08.525, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.40 W, 54, 1860 MHz
2023/04/15 12:42:09.527, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.50 W, 54, 1860 MHz
2023/04/15 12:42:10.529, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.99 W, 54, 1860 MHz
2023/04/15 12:42:11.530, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.40 W, 54, 1860 MHz
2023/04/15 12:42:12.532, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 128.83 W, 54, 1860 MHz
2023/04/15 12:42:13.535, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.47 W, 54, 1860 MHz
2023/04/15 12:42:14.537, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.75 W, 54, 1860 MHz
2023/04/15 12:42:15.539, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.57 W, 54, 1860 MHz
2023/04/15 12:42:16.541, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.62 W, 55, 1860 MHz
2023/04/15 12:42:17.543, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.75 W, 55, 1860 MHz
2023/04/15 12:42:18.545, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.46 W, 54, 1860 MHz
2023/04/15 12:42:19.547, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.47 W, 55, 1860 MHz
2023/04/15 12:42:20.549, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 129.60 W, 55, 1860 MHz
2023/04/15 12:42:21.551, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.12 W, 55, 1860 MHz
2023/04/15 12:42:22.553, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.02 W, 55, 1860 MHz
2023/04/15 12:42:23.556, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.99 W, 55, 1860 MHz
2023/04/15 12:42:24.558, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.93 W, 55, 1860 MHz
2023/04/15 12:42:25.559, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.12 W, 55, 1860 MHz
2023/04/15 12:42:26.561, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.00 W, 55, 1860 MHz
2023/04/15 12:42:27.563, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.23 W, 55, 1860 MHz
2023/04/15 12:42:28.565, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.47 W, 55, 1860 MHz
2023/04/15 12:42:29.567, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.44 W, 55, 1860 MHz
2023/04/15 12:42:30.570, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.30 W, 55, 1860 MHz
2023/04/15 12:42:31.572, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.58 W, 55, 1860 MHz
2023/04/15 12:42:32.574, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.64 W, 55, 1860 MHz
2023/04/15 12:42:33.577, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.57 W, 56, 1860 MHz
2023/04/15 12:42:34.579, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.59 W, 56, 1860 MHz
2023/04/15 12:42:35.581, 19 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 138.63 W, 57, 1860 MHz
2023/04/15 12:42:36.584, 20 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 148.03 W, 57, 1860 MHz
2023/04/15 12:42:37.586, 19 %, 7 %, 24576 MiB, 23327 MiB, 940 MiB, 150.30 W, 57, 1860 MHz
2023/04/15 12:42:38.589, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 132.75 W, 56, 1860 MHz
2023/04/15 12:42:39.591, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.52 W, 56, 1860 MHz
2023/04/15 12:42:40.593, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.56 W, 56, 1860 MHz
2023/04/15 12:42:41.595, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.26 W, 56, 1860 MHz
2023/04/15 12:42:42.597, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.56 W, 56, 1860 MHz
2023/04/15 12:42:43.599, 1 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 128.22 W, 56, 1860 MHz
2023/04/15 12:42:44.601, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.13 W, 56, 1860 MHz
2023/04/15 12:42:45.604, 2 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 127.97 W, 56, 1860 MHz
2023/04/15 12:42:46.607, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 127.88 W, 56, 1860 MHz
2023/04/15 12:42:47.609, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.41 W, 55, 1860 MHz
2023/04/15 12:42:48.611, 1 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.15 W, 56, 1860 MHz
2023/04/15 12:42:49.613, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.21 W, 55, 1860 MHz
2023/04/15 12:42:50.615, 2 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.20 W, 56, 1860 MHz
2023/04/15 12:42:51.618, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 128.25 W, 56, 1860 MHz
2023/04/15 12:42:52.620, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 126.89 W, 55, 1860 MHz
2023/04/15 12:42:53.628, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 125.96 W, 55, 1860 MHz
2023/04/15 12:42:54.630, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 125.11 W, 55, 1860 MHz
2023/04/15 12:42:55.632, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 125.16 W, 55, 1860 MHz
2023/04/15 12:42:56.634, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 125.10 W, 55, 1860 MHz
2023/04/15 12:42:57.636, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.97 W, 55, 1860 MHz
2023/04/15 12:42:58.638, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.92 W, 55, 1860 MHz
2023/04/15 12:42:59.640, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.83 W, 55, 1860 MHz
2023/04/15 12:43:00.642, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.78 W, 55, 1860 MHz
2023/04/15 12:43:01.644, 0 %, 0 %, 24576 MiB, 23327 MiB, 940 MiB, 124.92 W, 55, 1860 MHz
2023/04/15 12:43:02.646, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 125.73 W, 55, 1860 MHz
2023/04/15 12:43:03.648, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.40 W, 55, 1860 MHz
2023/04/15 12:43:04.650, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.45 W, 55, 1860 MHz
2023/04/15 12:43:05.651, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.86 W, 55, 1860 MHz
2023/04/15 12:43:06.652, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.84 W, 55, 1860 MHz
2023/04/15 12:43:07.654, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.43 W, 55, 1860 MHz
2023/04/15 12:43:08.655, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.30 W, 55, 1860 MHz
2023/04/15 12:43:09.657, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.00 W, 55, 1860 MHz
2023/04/15 12:43:10.659, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.16 W, 55, 1860 MHz
2023/04/15 12:43:11.660, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.40 W, 55, 1860 MHz
2023/04/15 12:43:12.662, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.59 W, 55, 1860 MHz
2023/04/15 12:43:13.663, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.17 W, 55, 1860 MHz
2023/04/15 12:43:14.666, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.44 W, 55, 1860 MHz
2023/04/15 12:43:15.667, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.40 W, 55, 1860 MHz
2023/04/15 12:43:16.669, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.67 W, 55, 1860 MHz
2023/04/15 12:43:17.670, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.45 W, 55, 1860 MHz
2023/04/15 12:43:18.672, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.46 W, 55, 1860 MHz
2023/04/15 12:43:19.674, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.39 W, 55, 1860 MHz
2023/04/15 12:43:20.676, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.28 W, 55, 1860 MHz
2023/04/15 12:43:21.677, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.54 W, 55, 1860 MHz
2023/04/15 12:43:22.679, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.45 W, 55, 1860 MHz
2023/04/15 12:43:23.680, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.20 W, 55, 1860 MHz
2023/04/15 12:43:24.682, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.39 W, 55, 1860 MHz
2023/04/15 12:43:25.684, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.52 W, 55, 1860 MHz
2023/04/15 12:43:26.685, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.85 W, 55, 1860 MHz
2023/04/15 12:43:27.687, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.18 W, 55, 1860 MHz
2023/04/15 12:43:28.688, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.40 W, 55, 1860 MHz
2023/04/15 12:43:29.690, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.62 W, 55, 1860 MHz
2023/04/15 12:43:30.692, 5 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.37 W, 55, 1860 MHz
2023/04/15 12:43:31.694, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.47 W, 55, 1860 MHz
2023/04/15 12:43:32.695, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.33 W, 55, 1860 MHz
2023/04/15 12:43:33.697, 4 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 129.93 W, 55, 1860 MHz
2023/04/15 12:43:34.698, 7 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.20 W, 55, 1860 MHz
2023/04/15 12:43:35.700, 6 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.31 W, 55, 1860 MHz
2023/04/15 12:43:36.702, 4 %, 2 %, 24576 MiB, 23327 MiB, 940 MiB, 130.45 W, 55, 1860 MHz
2023/04/15 12:43:37.703, 3 %, 1 %, 24576 MiB, 23327 MiB, 940 MiB, 130.32 W, 55, 1860 MHz
