,true_energy,pred_energy,num_heavy_atoms,molecule_mass
127,-380.82366943359375,-380.8406677246094,9,120.15499999999994
128,-439.1153259277344,-439.1932373046875,9,127.14299999999994
129,-414.20166015625,-414.2706604003906,9,124.14699999999996
130,-339.4527893066406,-339.48876953125,7,96.08899999999997
131,-452.7386779785156,-452.7915954589844,9,124.09899999999998
132,-461.3682861328125,-461.4004211425781,9,132.159
133,-351.14208984375,-351.19580078125,9,122.21099999999991
134,-418.0876770019531,-418.08294677734375,9,124.14299999999996
135,-418.0479736328125,-418.0733337402344,9,124.14299999999996
136,-401.83526611328125,-401.9461364746094,9,123.15499999999994
137,-398.09100341796875,-398.14788818359375,9,123.15899999999995
138,-403.1328125,-403.1605529785156,9,125.17099999999994
139,-421.7406005859375,-421.83599853515625,9,124.13899999999994
140,-456.3586730957031,-456.42999267578125,9,130.14699999999996
141,-425.4034729003906,-425.4439697265625,9,130.18699999999995
142,-364.712158203125,-364.7923889160156,9,119.16699999999993
143,-472.6835632324219,-472.6975402832031,9,125.08299999999997
144,-418.08258056640625,-418.10675048828125,9,124.14299999999994
145,-419.2135314941406,-419.23712158203125,9,126.15899999999996
146,-432.89849853515625,-432.9441223144531,9,123.11499999999997
147,-367.121826171875,-367.1813049316406,9,123.19899999999993
148,-418.0428771972656,-418.0726013183594,9,124.14299999999994
149,-440.2631530761719,-440.31048583984375,9,129.15899999999996
150,-365.9432678222656,-365.9799499511719,9,121.18299999999994
151,-421.720947265625,-421.8016357421875,9,124.13899999999995
152,-440.3128662109375,-440.346435546875,9,129.15899999999996
153,-422.96539306640625,-423.0361022949219,9,126.15499999999993
154,-453.9517517089844,-454.01507568359375,9,126.11499999999997
155,-396.86932373046875,-396.9205627441406,9,121.14299999999996
156,-475.0370178222656,-475.08197021484375,9,129.11499999999998
157,-387.052734375,-387.1031799316406,9,124.18299999999992
158,-435.2636413574219,-435.39111328125,9,127.14699999999998
159,-435.2693786621094,-435.3218688964844,9,127.14699999999996
160,-461.36309814453125,-461.403076171875,9,132.159
161,-424.21221923828125,-424.24847412109375,9,128.17099999999994
162,-476.20355224609375,-476.291259765625,9,131.131
163,-476.2276306152344,-476.2417907714844,9,131.131
164,-399.3559265136719,-399.38092041015625,9,125.17499999999994
165,-422.93756103515625,-423.0253601074219,9,126.15499999999993
166,-401.8124084472656,-401.9026794433594,9,123.15499999999994
167,-440.284423828125,-440.3191833496094,9,129.15899999999993
168,-355.4464416503906,-355.5424499511719,7,97.07699999999998
169,-232.37770080566406,-232.426513671875,5,72.10699999999996
170,-387.0371398925781,-387.109375,9,124.18299999999992
171,-387.11688232421875,-387.1421203613281,9,124.18299999999992
172,-404.2896728515625,-404.3506774902344,9,127.18699999999991
173,-439.04718017578125,-439.11053466796875,9,127.14299999999994
174,-421.86767578125,-421.8931579589844,9,124.13899999999994
175,-387.0852355957031,-387.1365966796875,9,124.18299999999994
176,-403.13665771484375,-403.18878173828125,9,125.17099999999994
177,-456.2835693359375,-456.39300537109375,9,130.147
178,-424.1900634765625,-424.2417907714844,9,128.17099999999994
179,-366.2222900390625,-366.2796630859375,8,115.17599999999993
180,-439.1810302734375,-439.19061279296875,9,127.14299999999994
181,-440.29705810546875,-440.3450012207031,9,129.15899999999996
182,-382.1203308105469,-382.1148986816406,9,122.17099999999995
183,-314.27398681640625,-314.311767578125,8,112.21599999999991
184,-455.1636047363281,-455.2225036621094,9,128.13099999999994
185,-384.4764404296875,-384.5101013183594,9,126.20299999999993
186,-473.8675537109375,-473.88360595703125,9,127.09899999999995
187,-389.48175048828125,-389.5386657714844,9,128.21499999999992
188,-491.1233825683594,-491.1622619628906,9,130.10299999999998
189,-457.7286071777344,-457.7977600097656,9,126.11099999999995
190,-423.0660095214844,-423.10968017578125,9,126.15499999999993
191,-403.0732116699219,-403.1335144042969,9,125.17099999999992
192,-401.9095458984375,-401.9830322265625,9,123.15499999999994
193,-419.2579650878906,-419.2895202636719,9,126.15899999999995
194,-422.9634704589844,-423.0310363769531,9,126.15499999999993
195,-384.57952880859375,-384.6538391113281,9,120.15099999999994
196,-366.2229919433594,-366.2724609375,8,115.17599999999992
197,-490.2240905761719,-490.2804260253906,9,129.098403163
198,-383.74371337890625,-383.7755432128906,8,112.12799999999994
199,-400.7336120605469,-400.7497253417969,9,121.13899999999994
200,-424.2359313964844,-424.28289794921875,9,128.17099999999994
201,-403.1748352050781,-403.2268981933594,9,125.17099999999994
202,-400.723388671875,-400.7546691894531,9,121.13899999999995
203,-385.9135437011719,-385.94293212890625,9,122.16699999999993
204,-460.1686096191406,-460.206787109375,9,130.14299999999997
205,-453.9918212890625,-454.02459716796875,9,126.11499999999997
206,-440.334716796875,-440.34979248046875,9,129.15899999999993
207,-424.25384521484375,-424.2893371582031,9,128.17099999999994
208,-385.8479309082031,-385.9042053222656,9,122.16699999999994
209,-379.9866638183594,-380.0021057128906,8,112.13199999999996
210,-380.9371337890625,-380.914794921875,9,120.15499999999994
211,-422.96185302734375,-423.0267028808594,9,126.15499999999994
212,-404.3760986328125,-404.4197082519531,9,127.18699999999993
213,-308.5613098144531,-308.5932922363281,7,96.12899999999995
214,-388.2695007324219,-388.3189392089844,9,126.19899999999991
215,-311.8462829589844,-311.9053955078125,8,108.18399999999993
216,-419.1198425292969,-419.18341064453125,9,126.15899999999993
217,-364.6780090332031,-364.7447509765625,9,119.16699999999993
218,-439.0704345703125,-439.1280212402344,9,127.14299999999994
219,-414.3284606933594,-414.3507080078125,9,118.09499999999998
220,-434.1402893066406,-434.1499938964844,9,125.13099999999997
221,-325.72991943359375,-325.81500244140625,7,99.13299999999995
222,-455.1513671875,-455.224853515625,9,128.13099999999994
223,-403.0880432128906,-403.1568298339844,9,125.17099999999992
224,-400.66253662109375,-400.7373962402344,9,121.13899999999994
225,-349.90704345703125,-349.9639587402344,9,120.19499999999992
226,-399.8934020996094,-399.9049072265625,8,113.11599999999996
227,-383.3207702636719,-383.33270263671875,9,124.18699999999994
228,-468.8667297363281,-468.89013671875,9,125.08699999999997
229,-414.16839599609375,-414.2156677246094,9,124.14699999999995
230,-423.04705810546875,-423.0671691894531,9,126.15499999999993
231,-383.2007141113281,-383.2394714355469,9,124.18699999999994
232,-440.2931823730469,-440.3398132324219,9,129.15899999999996
233,-383.2985534667969,-383.2922668457031,9,124.18699999999994
234,-420.7784729003906,-420.8614807128906,8,116.11599999999994
235,-473.8655090332031,-473.9010009765625,9,127.09899999999996
236,-455.1206970214844,-455.1670227050781,9,128.13099999999997
237,-437.9369812011719,-437.9739990234375,9,125.12699999999995
238,-417.9596252441406,-418.0082092285156,9,124.14299999999996
239,-471.1937255859375,-471.26409912109375,9,129.11899999999997
240,-455.14764404296875,-455.19464111328125,9,128.13099999999997
241,-385.87310791015625,-385.9054260253906,9,122.16699999999994
242,-421.7467041015625,-421.8174743652344,9,124.13899999999994
243,-458.9012451171875,-458.97796630859375,9,128.12699999999995
244,-437.9150085449219,-437.9684143066406,9,125.12699999999995
245,-383.2623596191406,-383.2946472167969,9,124.18699999999994
246,-452.8258361816406,-452.84979248046875,9,124.09899999999996
247,-344.0165100097656,-344.0201721191406,8,110.15999999999994
248,-401.02630615234375,-401.0800476074219,8,115.13199999999995
249,-417.96820068359375,-418.0292053222656,9,124.14299999999996
250,-439.08489990234375,-439.1310119628906,9,127.14299999999994
251,-422.99871826171875,-423.038818359375,9,126.15499999999993
252,-426.6223449707031,-426.6658020019531,9,132.20299999999997
253,-385.87408447265625,-385.92498779296875,9,122.16699999999993
254,-455.0388488769531,-455.1982727050781,9,128.13099999999997
255,-423.07244873046875,-423.1040344238281,9,126.15499999999993
256,-462.7270202636719,-462.7640380859375,8,116.07080632599997
257,-349.8843994140625,-349.9488525390625,9,120.19499999999992
258,-363.84613037109375,-363.9093017578125,8,111.14399999999995
259,-349.9232177734375,-349.9931640625,9,120.19499999999992
260,-401.9885559082031,-402.0135498046875,9,123.15499999999994
261,-364.8502502441406,-364.8398132324219,9,119.16699999999993
262,-439.0827941894531,-439.1143798828125,9,127.14299999999994
263,-417.9925231933594,-418.0374755859375,9,124.14299999999994
264,-384.9021301269531,-384.9579162597656,8,114.14399999999993
265,-347.7614440917969,-347.82330322265625,8,110.15599999999993
266,-470.0733642578125,-470.100830078125,9,127.10299999999997
267,-379.9110107421875,-379.9463195800781,8,112.13199999999996
268,-417.96929931640625,-418.0416564941406,9,124.14299999999997
269,-403.0816650390625,-403.1420593261719,9,125.17099999999994
270,-419.2043762207031,-419.2303771972656,9,126.15899999999995
271,-399.79376220703125,-399.8463439941406,8,113.11599999999994
272,-455.10015869140625,-455.19781494140625,9,128.13099999999994
273,-314.2678527832031,-314.30389404296875,8,112.21599999999991
274,-351.1817932128906,-351.236572265625,9,122.21099999999991
275,-412.9663391113281,-413.0417175292969,9,122.13099999999997
276,-403.1293640136719,-403.15997314453125,9,125.17099999999994
277,-421.6594543457031,-421.72174072265625,9,130.19099999999995
278,-457.74810791015625,-457.80340576171875,9,126.11099999999995
279,-416.8550720214844,-416.8692626953125,9,122.12699999999997
280,-442.09014892578125,-442.1025695800781,9,126.13440316299996
281,-378.4990539550781,-378.5102233886719,9,116.12299999999998
282,-400.75189208984375,-400.7874755859375,9,121.13899999999994
283,-399.5826416015625,-399.592529296875,9,119.12299999999996
284,-385.8507385253906,-385.93359375,9,122.16699999999993
285,-396.9442138671875,-397.00848388671875,9,121.14299999999997
286,-365.052734375,-365.0821838378906,8,113.15999999999994
287,-418.46954345703125,-418.5341491699219,8,112.08399999999997
288,-421.79656982421875,-421.84674072265625,9,124.13899999999994
289,-451.3504638671875,-451.3946228027344,9,128.13499999999996
290,-440.2657775878906,-440.31915283203125,9,129.15899999999996
291,-382.0769958496094,-382.087158203125,9,122.17099999999995
292,-437.82794189453125,-437.85772705078125,9,125.12699999999995
293,-403.19049072265625,-403.225830078125,9,125.17099999999994
294,-351.15374755859375,-351.18316650390625,9,122.21099999999991
295,-457.8348693847656,-457.77642822265625,9,126.11099999999995
296,-401.9352111816406,-401.9830627441406,9,123.15499999999994
297,-347.77728271484375,-347.83642578125,8,110.15599999999993
298,-423.004150390625,-423.0500183105469,9,126.15499999999993
299,-429.0894470214844,-429.1214599609375,9,123.11899999999997
300,-441.4495544433594,-441.4893493652344,9,131.17499999999998
301,-364.77557373046875,-364.782958984375,9,119.16699999999994
302,-387.084228515625,-387.1379089355469,9,124.18299999999992
303,-404.3202819824219,-404.3538513183594,9,127.18699999999993
304,-439.064453125,-439.1033630371094,9,127.14299999999994
305,-470.07745361328125,-470.1065368652344,9,127.10299999999997
306,-414.6585998535156,-414.7050476074219,8,112.08799999999997
307,-440.299072265625,-440.344970703125,9,129.15899999999996
308,-382.08819580078125,-382.09637451171875,9,122.17099999999994
309,-313.10906982421875,-313.148193359375,8,110.19999999999992
310,-421.7993469238281,-421.84515380859375,9,124.13899999999994
311,-385.9101257324219,-385.9404602050781,9,122.16699999999993
312,-422.96600341796875,-423.0177917480469,9,126.15499999999993
313,-419.1809997558594,-419.2012939453125,9,126.15899999999993
314,-439.14471435546875,-439.1657409667969,9,127.14299999999994
315,-401.8578796386719,-401.91351318359375,9,123.15499999999994
316,-494.92999267578125,-494.9254150390625,9,130.099
317,-385.74951171875,-385.8750915527344,9,122.16699999999993
318,-352.36737060546875,-352.4067687988281,9,124.2269999999999
319,-458.9318542480469,-458.9366760253906,9,128.12699999999995
320,-422.9874267578125,-423.0404968261719,9,126.15499999999993
321,-403.2000427246094,-403.206298828125,9,125.17099999999994
322,-309.690185546875,-309.74530029296875,7,98.14499999999994
323,-460.14569091796875,-460.1622619628906,9,130.14299999999997
324,-398.1408996582031,-398.1679992675781,9,123.15899999999995
325,-403.11163330078125,-403.1778259277344,9,125.17099999999994
326,-475.0220947265625,-475.0651550292969,9,129.11499999999998
327,-417.9980163574219,-418.01422119140625,9,124.14299999999996
328,-401.9396667480469,-402.00567626953125,9,123.15499999999994
329,-453.9997863769531,-454.0146484375,9,126.11499999999997
330,-460.1285095214844,-460.1629943847656,9,130.14299999999997
331,-399.484375,-399.5663146972656,9,119.12299999999998
332,-470.0830078125,-470.11248779296875,9,127.10299999999997
333,-366.0056457519531,-366.0440979003906,9,121.18299999999994
334,-456.32415771484375,-456.38214111328125,9,130.14699999999996
335,-401.9109191894531,-401.9852294921875,9,123.15499999999994
336,-420.4120788574219,-420.4576110839844,9,128.17499999999993
337,-348.6338806152344,-348.744873046875,9,118.17899999999993
338,-394.8175964355469,-394.85650634765625,8,111.10399999999997
339,-388.30072021484375,-388.34771728515625,9,126.19899999999991
340,-420.4131774902344,-420.44775390625,9,128.17499999999993
341,-383.43701171875,-383.4533996582031,9,118.13499999999995
342,-387.0966796875,-387.1577453613281,9,124.18299999999992
343,-440.2526550292969,-440.32269287109375,9,129.15899999999996
344,-456.34197998046875,-456.40228271484375,9,130.147
345,-404.3044128417969,-404.3494567871094,9,127.18699999999993
346,-455.1822814941406,-455.2406311035156,9,128.13099999999994
347,-476.21697998046875,-476.27972412109375,9,131.131
348,-418.04998779296875,-418.0834045410156,9,124.14299999999994
349,-420.5309753417969,-420.6393737792969,9,122.12299999999995
350,-351.1715087890625,-351.20745849609375,9,122.21099999999991
351,-400.6675109863281,-400.73077392578125,9,121.13899999999995
352,-414.70355224609375,-414.7540588378906,8,112.08799999999997
353,-440.31732177734375,-440.35845947265625,9,129.15899999999996
354,-403.114013671875,-403.1618347167969,9,125.17099999999994
355,-404.3818664550781,-404.41693115234375,9,127.18699999999993
356,-349.9216613769531,-349.95196533203125,9,120.19499999999992
357,-439.052490234375,-439.1138916015625,9,127.14299999999994
358,-486.1111145019531,-486.1340026855469,9,128.09099999999998
359,-398.66357421875,-398.6871337890625,8,111.09999999999997
360,-423.02935791015625,-423.06561279296875,9,126.15499999999993
361,-440.28179931640625,-440.3077697753906,9,129.15899999999993
362,-401.9478759765625,-401.9848327636719,9,123.15499999999994
363,-403.1058654785156,-403.1587829589844,9,125.17099999999994
364,-403.0695495605469,-403.1289978027344,9,125.17099999999992
365,-401.94598388671875,-401.9962158203125,9,123.15499999999994
366,-288.6484680175781,-288.68414306640625,7,95.14499999999995
367,-311.838134765625,-311.883544921875,8,108.18399999999993
368,-421.79461669921875,-421.834228515625,9,124.13899999999994
369,-423.0480651855469,-423.0872802734375,9,126.15499999999993
370,-432.89215087890625,-432.9391784667969,9,123.11499999999997
371,-419.2428894042969,-419.24822998046875,9,126.15899999999993
372,-383.80670166015625,-383.8092956542969,8,112.12799999999994
373,-422.9850769042969,-423.03802490234375,9,126.15499999999994
374,-457.76580810546875,-457.78399658203125,9,126.11099999999996
375,-362.61859130859375,-362.69366455078125,8,109.12799999999996
376,-437.85308837890625,-437.9010925292969,9,125.12699999999995
377,-367.1683654785156,-367.2017517089844,9,123.19899999999993
378,-424.2273254394531,-424.2681579589844,9,128.17099999999994
379,-400.5842590332031,-400.68218994140625,9,121.13899999999994
380,-437.8554382324219,-437.9253845214844,9,125.12699999999994
381,-415.6239013671875,-415.693603515625,9,120.11099999999998
382,-439.0689392089844,-439.1055603027344,9,127.14299999999996
383,-382.0423583984375,-382.07977294921875,9,122.17099999999994
384,-439.1177062988281,-439.1430358886719,9,127.14299999999994
385,-400.68487548828125,-400.7799072265625,9,121.13899999999995
386,-401.9183349609375,-401.9400634765625,9,123.15499999999993
387,-388.2227478027344,-388.3134765625,9,126.19899999999991
388,-424.1896057128906,-424.2539367675781,9,128.17099999999994
389,-404.3064880371094,-404.3658142089844,9,127.18699999999993
390,-450.5335388183594,-450.6512451171875,8,114.05999999999999
391,-439.0782470703125,-439.1136779785156,9,127.14299999999994
392,-401.8177795410156,-401.9093322753906,9,123.15499999999994
393,-403.0671081542969,-403.12506103515625,9,125.17099999999994
394,-398.1265869140625,-398.15155029296875,9,123.15899999999996
395,-455.1759033203125,-455.25360107421875,9,128.13099999999994
396,-422.9726257324219,-423.0594177246094,9,126.15499999999993
397,-380.80328369140625,-380.87701416015625,9,120.15499999999996
398,-403.14166259765625,-403.1798400878906,9,125.17099999999994
399,-420.5872802734375,-420.6311950683594,9,122.12299999999995
400,-403.09185791015625,-403.1414794921875,9,125.17099999999994
401,-342.77716064453125,-342.80145263671875,8,108.14399999999995
402,-347.4832458496094,-347.5446472167969,9,116.16299999999994
403,-387.07440185546875,-387.1300048828125,9,124.18299999999992
404,-439.09344482421875,-439.1273498535156,9,127.14299999999994
405,-360.0596923828125,-360.09686279296875,8,111.14799999999995
406,-348.99957275390625,-349.0462951660156,8,112.17199999999993
407,-349.9120788574219,-349.9654235839844,9,120.19499999999992
408,-417.9754638671875,-418.025146484375,9,124.14299999999996
409,-418.0738525390625,-418.0862121582031,9,124.14299999999996
410,-439.03082275390625,-439.1217041015625,9,127.14299999999993
411,-420.44500732421875,-420.48907470703125,9,128.17499999999995
412,-396.9669189453125,-396.9799499511719,9,121.14299999999996
413,-422.95379638671875,-423.0207824707031,9,126.15499999999994
414,-400.7861328125,-400.777099609375,9,121.13899999999995
415,-364.71746826171875,-364.7946472167969,9,119.16699999999993
416,-478.0419006347656,-478.0640869140625,9,128.10640316299998
417,-379.9095764160156,-379.962646484375,8,112.13199999999996
418,-382.0743713378906,-382.1237487792969,9,122.17099999999995
419,-383.31036376953125,-383.3326110839844,9,124.18699999999993
420,-420.56353759765625,-420.6401062011719,9,122.12299999999995
421,-416.71661376953125,-416.8114013671875,9,122.12699999999997
422,-379.8840637207031,-379.9197998046875,8,112.13199999999996
423,-403.1903076171875,-403.1907043457031,9,125.17099999999994
424,-399.71978759765625,-399.80780029296875,8,113.11599999999996
425,-396.005859375,-396.07611083984375,8,113.11999999999996
426,-455.18194580078125,-455.2049560546875,9,128.13099999999997
427,-435.2781677246094,-435.355224609375,9,127.14699999999995
428,-273.761962890625,-273.82391357421875,7,96.17299999999993
429,-415.38555908203125,-415.41754150390625,9,126.16299999999997
430,-413.0234680175781,-413.05047607421875,9,122.13099999999999
431,-453.9093017578125,-454.00634765625,9,126.11499999999995
432,-403.06884765625,-403.1262512207031,9,125.17099999999994
433,-423.00811767578125,-423.0523986816406,9,126.15499999999993
434,-424.18438720703125,-424.2442626953125,9,128.17099999999994
435,-457.7215576171875,-457.7608337402344,9,126.11099999999996
436,-349.9518737792969,-349.97222900390625,9,120.19499999999992
437,-396.9295959472656,-396.9621276855469,9,121.14299999999996
438,-362.6382141113281,-362.6955261230469,8,109.12799999999994
439,-418.0018615722656,-418.0361633300781,9,124.14299999999996
440,-399.8275451660156,-399.8540344238281,8,113.11599999999996
441,-435.2755126953125,-435.3280029296875,9,127.14699999999995
442,-421.784423828125,-421.8340759277344,9,124.13899999999994
443,-458.9560852050781,-459.0198669433594,9,128.12699999999995
444,-451.31939697265625,-451.4001770019531,9,128.13499999999996
445,-425.4082336425781,-425.45916748046875,9,130.18699999999995
446,-421.7381286621094,-421.8110656738281,9,124.13899999999994
447,-434.06182861328125,-434.0809631347656,9,125.13099999999999
448,-419.188720703125,-419.23046875,9,126.15899999999995
449,-387.0967712402344,-387.1512451171875,9,124.18299999999992
450,-403.06951904296875,-403.11700439453125,9,125.17099999999994
451,-387.0587463378906,-387.119140625,9,124.18299999999992
452,-421.8020324707031,-421.88079833984375,9,124.13899999999994
453,-452.804931640625,-452.8345031738281,9,124.09899999999996
454,-419.1798095703125,-419.20880126953125,9,126.15899999999993
455,-403.1108703613281,-403.1552734375,9,125.17099999999994
456,-429.0704345703125,-429.1111755371094,9,123.119
457,-401.96881103515625,-401.9922790527344,9,123.15499999999996
458,-404.3048400878906,-404.3668212890625,9,127.18699999999993
459,-385.9253234863281,-385.9341125488281,9,122.16699999999993
460,-366.0493469238281,-366.0853576660156,9,121.18299999999994
461,-349.9293518066406,-350.01873779296875,9,120.19499999999992
462,-416.82958984375,-416.8362121582031,9,122.12699999999997
463,-385.87091064453125,-385.9195251464844,9,122.16699999999993
464,-400.9305725097656,-400.98046875,8,115.13199999999993
465,-452.8203125,-452.82708740234375,9,124.09899999999996
466,-412.9120178222656,-413.00006103515625,9,122.13099999999997
467,-436.68255615234375,-436.71075439453125,9,123.11099999999996
468,-363.8924560546875,-363.9316711425781,8,111.14399999999995
469,-421.7845153808594,-421.8440856933594,9,124.13899999999994
